,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
7,8.0,Miami Heat,5,240.0,36.6,82.8,0.442,10.8,27.6,0.391,25.8,55.2,0.467,19.4,28.6,0.678,9.6,31.4,41.0,23.8,8.8,6.4,16.0,29.2,103.4,2018
8,9.0,Utah Jazz,11,240.0,37.7,82.9,0.455,10.7,29.9,0.359,27.0,53.0,0.509,16.2,23.5,0.687,9.4,35.6,45.0,20.3,7.5,5.0,15.5,20.5,102.4,2018
9,10.0,Milwaukee Bucks,7,243.6,39.1,78.3,0.5,9.6,25.7,0.372,29.6,52.6,0.563,14.0,19.9,0.705,5.6,33.0,38.6,22.0,6.6,6.7,13.1,22.9,101.9,2018
10,11.0,Minnesota Timberwolves,5,240.0,38.0,82.6,0.46,9.0,21.8,0.413,29.0,60.8,0.477,16.6,22.8,0.728,8.6,36.6,45.2,22.4,5.0,3.2,12.6,18.2,101.6,2018
11,12.0,Boston Celtics,19,242.6,36.4,83.3,0.437,10.5,30.6,0.343,25.9,52.7,0.493,18.1,23.5,0.767,8.8,32.8,41.7,21.2,6.8,4.1,11.6,20.4,101.4,2018
12,13.0,Oklahoma City Thunder,6,240.0,37.2,86.5,0.43,10.5,28.8,0.364,26.7,57.7,0.462,16.3,21.2,0.772,9.3,34.7,44.0,16.3,8.8,4.2,14.0,21.7,101.2,2018
13,14.0,Cleveland Cavaliers,22,242.3,36.9,81.9,0.45,10.0,30.3,0.331,26.8,51.5,0.52,17.4,23.1,0.752,9.8,31.6,41.4,19.2,6.0,4.4,12.7,19.5,101.1,2018
14,15.0,Indiana Pacers,7,240.0,38.6,80.1,0.481,9.7,27.1,0.358,28.9,53.0,0.544,13.7,19.3,0.711,8.1,31.9,40.0,21.1,8.1,2.7,13.1,21.9,100.6,2018
15,16.0,San Antonio Spurs,5,240.0,34.6,83.8,0.413,8.4,28.2,0.298,26.2,55.6,0.471,19.2,23.0,0.835,8.4,29.2,37.6,19.0,7.6,3.0,11.0,20.4,96.8,2018
0,1.0,Los Angeles Clippers,6,240.0,39.8,89.2,0.447,11.5,31.7,0.363,28.3,57.5,0.493,23.5,28.8,0.815,10.0,30.2,40.2,25.3,8.0,3.3,15.0,25.0,114.7,2019
1,2.0,Golden State Warriors,22,242.3,41.1,86.1,0.477,12.2,32.7,0.372,28.9,53.4,0.541,19.8,24.3,0.813,10.1,33.2,43.3,28.4,7.4,5.7,14.9,23.2,114.1,2019
2,3.0,Milwaukee Bucks,15,243.3,39.8,88.4,0.45,12.8,38.1,0.336,27.0,50.3,0.536,20.4,28.0,0.729,10.1,41.8,51.9,25.0,6.7,6.4,12.9,21.8,112.8,2019
3,4.0,Brooklyn Nets,5,240.0,38.4,91.4,0.42,11.0,34.0,0.324,27.4,57.4,0.477,23.6,29.2,0.808,11.4,29.2,40.6,19.2,7.4,2.8,14.2,22.8,111.4,2019
4,5.0,Portland Trail Blazers,16,247.8,39.4,90.4,0.436,11.8,32.8,0.36,27.6,57.6,0.479,19.0,24.8,0.766,11.4,33.8,45.3,19.8,6.8,5.2,12.9,22.8,109.7,2019
5,6.0,Denver Nuggets,14,247.1,39.9,90.3,0.442,9.6,27.8,0.344,30.4,62.5,0.486,19.7,25.2,0.782,13.1,34.6,47.7,24.0,5.7,4.6,9.7,21.3,109.1,2019
6,7.0,Philadelphia 76ers,12,240.0,39.4,85.8,0.459,9.4,28.4,0.331,30.0,57.4,0.522,20.4,25.8,0.79,11.4,37.1,48.5,24.4,6.3,5.5,16.4,22.4,108.7,2019
7,8.0,Houston Rockets,11,242.3,37.2,83.8,0.444,15.6,42.7,0.366,21.5,41.1,0.524,18.5,24.3,0.764,9.6,33.3,42.9,18.3,8.5,5.1,15.8,21.6,108.5,2019
8,9.0,Toronto Raptors,24,242.1,37.7,84.8,0.444,11.9,34.5,0.346,25.8,50.3,0.512,19.3,23.3,0.83,8.3,34.0,42.3,22.5,8.0,4.6,12.0,22.6,106.6,2019
9,10.0,Oklahoma City Thunder,5,240.0,37.8,86.0,0.44,10.4,31.4,0.331,27.4,54.6,0.502,19.2,25.4,0.756,10.2,33.0,43.2,22.6,6.6,5.4,15.2,24.2,105.2,2019
10,11.0,San Antonio Spurs,7,240.0,39.4,85.1,0.463,6.7,19.9,0.338,32.7,65.3,0.501,17.7,23.0,0.77,10.7,34.4,45.1,21.1,4.6,4.0,8.4,19.4,103.3,2019
11,12.0,Boston Celtics,9,240.0,35.7,84.1,0.424,11.3,33.0,0.343,24.3,51.1,0.476,19.4,24.2,0.803,7.4,40.6,48.0,21.4,5.7,3.9,14.8,20.8,102.1,2019
12,13.0,Detroit Pistons,4,240.0,37.5,96.8,0.388,11.0,33.3,0.331,26.5,63.5,0.417,12.0,16.5,0.727,10.8,31.5,42.3,23.0,7.3,4.0,10.5,24.3,98.0,2019
13,14.0,Utah Jazz,5,240.0,34.6,86.4,0.4,9.4,35.8,0.263,25.2,50.6,0.498,19.2,25.6,0.75,11.8,35.4,47.2,23.0,9.2,5.4,15.2,21.8,97.8,2019
14,15.0,Orlando Magic,5,240.0,32.2,83.0,0.388,10.4,34.8,0.299,21.8,48.2,0.452,17.2,22.2,0.775,9.6,33.8,43.4,19.0,6.6,4.0,15.6,18.8,92.0,2019
15,16.0,Indiana Pacers,4,240.0,33.5,83.5,0.401,10.0,29.8,0.336,23.5,53.8,0.437,14.8,20.5,0.72,8.0,32.3,40.3,20.8,8.3,3.5,12.0,20.0,91.8,2019
0,1.0,Dallas Mavericks,6,244.2,42.2,89.2,0.473,13.5,37.5,0.36,28.7,51.7,0.555,19.2,26.5,0.723,7.7,35.5,43.2,21.5,6.5,3.7,12.7,22.5,117.0,2020
1,2.0,Los Angeles Clippers,13,241.9,40.9,86.4,0.474,12.1,32.8,0.368,28.8,53.5,0.539,20.1,25.2,0.798,9.5,34.5,44.0,21.2,7.5,3.7,13.0,22.9,114.0,2020
2,3.0,Utah Jazz,7,243.6,39.9,81.9,0.487,15.7,37.3,0.421,24.1,44.6,0.542,18.0,23.3,0.773,9.3,31.9,41.1,21.4,6.1,3.1,12.0,19.0,113.4,2020
3,4.0,Los Angeles Lakers,21,240.0,41.0,84.0,0.489,12.1,34.2,0.354,29.0,49.8,0.581,18.6,24.6,0.758,10.6,33.5,44.1,25.6,8.0,5.3,15.4,22.7,112.8,2020
4,5.0,Milwaukee Bucks,10,242.5,40.1,87.1,0.46,13.3,37.1,0.358,26.8,50.0,0.536,17.6,24.3,0.724,9.4,37.3,46.7,24.3,7.2,4.2,14.9,21.7,111.1,2020
5,6.0,Miami Heat,21,242.4,37.7,82.0,0.46,12.8,35.5,0.359,25.0,46.5,0.536,21.8,26.4,0.825,7.8,33.6,41.3,24.9,6.9,3.9,13.2,19.9,110.0,2020
6,7.0,Boston Celtics,17,244.4,38.6,84.9,0.454,12.4,36.4,0.341,26.2,48.5,0.539,19.8,24.2,0.816,8.8,36.5,45.2,22.6,6.7,4.8,13.9,22.3,109.4,2020
7,8.0,Toronto Raptors,11,244.5,39.1,88.5,0.442,14.6,40.3,0.363,24.5,48.2,0.508,16.5,21.3,0.778,8.2,36.5,44.6,24.8,7.1,5.5,13.1,22.5,109.4,2020
8,9.0,Houston Rockets,12,242.1,37.4,85.8,0.436,16.9,46.8,0.362,20.5,39.0,0.526,15.9,20.2,0.789,6.7,32.2,38.8,21.3,9.1,3.5,13.4,22.2,107.7,2020
9,10.0,Denver Nuggets,19,241.3,38.8,82.5,0.471,12.3,32.4,0.379,26.6,50.2,0.53,17.5,21.4,0.816,9.3,31.4,40.6,22.5,6.2,4.0,13.9,22.4,107.4,2020
10,11.0,Orlando Magic,5,240.0,37.2,88.6,0.42,15.0,39.8,0.377,22.2,48.8,0.455,17.6,21.0,0.838,6.6,36.4,43.0,23.8,6.8,3.2,14.6,21.0,107.0,2020
11,12.0,Portland Trail Blazers,5,240.0,37.6,88.2,0.426,11.6,30.6,0.379,26.0,57.6,0.451,19.8,25.0,0.792,9.8,33.0,42.8,17.8,7.4,3.6,16.0,25.0,106.6,2020
12,13.0,Brooklyn Nets,4,240.0,36.3,91.3,0.397,15.5,46.0,0.337,20.8,45.3,0.459,17.8,24.5,0.724,9.3,35.0,44.3,25.8,5.0,4.5,14.5,21.3,105.8,2020
13,14.0,Oklahoma City Thunder,7,243.6,36.7,85.4,0.43,12.0,36.6,0.328,24.7,48.9,0.506,18.6,24.0,0.774,9.0,40.9,49.9,17.9,5.3,4.0,17.0,17.1,104.0,2020
14,15.0,Indiana Pacers,4,240.0,36.5,80.3,0.455,12.0,32.0,0.375,24.5,48.3,0.508,15.8,20.3,0.778,5.8,30.8,36.5,22.5,9.3,5.5,15.3,23.3,100.8,2020
15,16.0,Philadelphia 76ers,4,240.0,33.3,84.0,0.396,8.0,30.3,0.264,25.3,53.8,0.47,26.0,32.0,0.813,12.3,33.8,46.0,17.5,5.0,4.5,12.0,22.3,100.5,2020
0,1.0,Portland Trail Blazers,6,248.3,42.0,88.3,0.475,16.2,39.2,0.413,25.8,49.2,0.525,19.3,22.7,0.853,9.3,32.3,41.7,22.8,5.2,5.5,11.8,23.2,119.5,2021
1,2.0,Utah Jazz,11,240.0,39.7,84.2,0.472,18.0,43.6,0.413,21.7,40.5,0.536,19.5,24.3,0.801,9.4,33.0,42.4,19.6,5.2,4.1,13.5,21.5,116.9,2021
2,3.0,Philadelphia 76ers,12,240.0,42.5,85.8,0.496,11.2,28.4,0.393,31.3,57.3,0.547,20.1,29.3,0.685,9.0,35.7,44.7,24.9,8.0,6.2,12.8,23.0,116.3,2021
3,4.0,Memphis Grizzlies,5,240.0,44.2,94.4,0.468,10.4,31.6,0.329,33.8,62.8,0.538,16.2,20.4,0.794,11.2,30.0,41.2,22.0,8.0,4.0,10.4,20.6,115.0,2021
4,5.0,Denver Nuggets,10,245.0,42.1,92.2,0.457,14.7,38.5,0.382,27.4,53.7,0.51,15.9,20.9,0.761,11.7,31.9,43.6,24.9,6.1,4.3,11.2,20.4,114.8,2021
5,6.0,Brooklyn Nets,12,242.1,40.7,86.2,0.472,13.6,35.6,0.382,27.1,50.6,0.535,17.6,20.3,0.868,8.3,34.3,42.6,22.6,7.1,4.8,11.6,21.2,112.5,2021
6,7.0,Boston Celtics,5,240.0,38.4,88.2,0.435,12.8,36.6,0.35,25.6,51.6,0.496,22.6,27.4,0.825,12.6,28.8,41.4,21.0,6.4,7.0,13.0,21.0,112.2,2021
7,8.0,Los Angeles Clippers,19,240.0,39.1,81.9,0.477,13.8,36.4,0.381,25.3,45.6,0.554,19.5,23.7,0.823,8.8,32.4,41.2,20.8,6.8,4.3,10.7,19.5,111.6,2021
8,9.0,Milwaukee Bucks,23,242.2,42.1,91.1,0.462,11.2,35.0,0.321,30.9,56.1,0.55,14.9,20.8,0.718,12.8,36.1,49.0,22.8,7.8,4.2,12.7,18.0,110.3,2021
9,10.0,Washington Wizards,5,240.0,40.6,88.6,0.458,7.0,24.2,0.289,33.6,64.4,0.522,21.8,29.0,0.752,10.6,32.8,43.4,22.4,4.8,4.8,13.4,24.0,110.0,2021
10,11.0,Phoenix Suns,22,240.0,40.9,85.0,0.481,11.2,29.7,0.376,29.7,55.3,0.537,16.0,18.6,0.861,8.0,34.7,42.7,23.2,6.5,4.2,11.9,19.7,109.0,2021
11,12.0,Atlanta Hawks,18,240.0,38.9,86.8,0.449,11.7,34.2,0.343,27.2,52.6,0.517,16.7,20.9,0.798,9.1,33.3,42.4,20.2,6.7,4.4,12.4,21.2,106.3,2021
12,13.0,Dallas Mavericks,7,240.0,39.1,86.0,0.455,13.6,35.0,0.388,25.6,51.0,0.501,14.1,20.0,0.707,10.3,30.3,40.6,20.7,5.6,2.1,11.0,20.3,106.0,2021
13,14.0,Miami Heat,4,246.3,35.3,89.3,0.395,12.0,35.8,0.336,23.3,53.5,0.435,15.5,20.3,0.765,9.0,33.3,42.3,21.5,7.3,3.5,14.0,20.5,98.0,2021
14,15.0,Los Angeles Lakers,6,240.0,34.3,83.0,0.414,9.8,32.8,0.299,24.5,50.2,0.488,19.0,24.5,0.776,10.5,32.7,43.2,19.3,6.7,4.0,13.8,20.5,97.5,2021
15,16.0,New York Knicks,5,240.0,34.4,86.4,0.398,10.4,30.4,0.342,24.0,56.0,0.429,17.8,21.8,0.817,11.8,34.6,46.4,18.6,5.8,2.8,12.2,19.8,97.0,2021
0,1.0,Memphis Grizzlies,12,240.0,39.8,91.3,0.435,13.1,35.8,0.365,26.7,55.5,0.48,19.9,27.1,0.735,12.4,33.4,45.8,25.2,9.2,6.1,14.0,20.8,112.5,2022
1,2.0,Golden State Warriors,22,240.0,41.4,86.1,0.48,14.0,37.3,0.375,27.4,48.8,0.561,15.1,19.8,0.766,9.8,34.1,43.9,27.0,7.7,5.0,14.5,21.5,111.9,2022
2,3.0,Denver Nuggets,5,240.0,39.4,82.8,0.476,11.2,31.4,0.357,28.2,51.4,0.549,20.0,25.2,0.794,11.2,30.6,41.8,25.0,7.0,3.4,16.4,25.0,110.0,2022
3,4.0,New Orleans Pelicans,6,240.0,39.0,84.3,0.462,9.3,26.3,0.354,29.7,58.0,0.511,22.5,28.8,0.78,15.2,30.5,45.7,21.3,6.3,3.5,14.5,21.2,109.8,2022
4,5.0,Minnesota Timberwolves,6,240.0,36.3,82.0,0.443,13.8,35.7,0.388,22.5,46.3,0.486,22.7,28.0,0.81,7.0,33.0,40.0,22.8,8.2,7.8,17.7,26.8,109.2,2022
5,6.0,Brooklyn Nets,4,240.0,39.3,78.0,0.503,11.5,27.3,0.422,27.8,50.8,0.547,19.0,25.8,0.738,8.5,25.5,34.0,22.3,8.0,6.5,15.3,24.8,109.0,2022
6,7.0,Phoenix Suns,13,240.0,41.2,82.8,0.497,9.8,27.2,0.363,31.3,55.6,0.563,15.5,18.9,0.817,9.5,30.7,40.2,25.7,6.6,3.8,13.3,22.5,107.6,2022
7,8.0,Dallas Mavericks,18,240.0,36.3,80.8,0.449,15.8,41.5,0.38,20.5,39.3,0.521,18.0,23.3,0.771,6.5,30.0,36.5,19.2,7.2,2.8,10.2,21.1,106.3,2022
8,9.0,Boston Celtics,24,240.0,36.7,81.8,0.449,13.7,36.6,0.373,23.0,45.1,0.511,18.5,23.2,0.797,9.0,33.9,42.9,24.5,6.4,6.3,14.7,20.7,105.5,2022
9,10.0,Philadelphia 76ers,12,242.1,36.4,78.3,0.465,12.4,33.3,0.373,24.0,44.9,0.534,19.3,22.7,0.849,7.7,31.3,39.0,21.8,6.1,4.3,14.8,20.6,104.5,2022
10,11.0,Miami Heat,18,240.0,38.0,85.3,0.445,10.9,34.8,0.313,27.1,50.6,0.536,17.3,21.6,0.804,9.8,31.2,41.1,21.9,8.3,3.7,12.9,21.4,104.2,2022
11,12.0,Toronto Raptors,6,244.2,38.3,86.0,0.446,9.8,32.8,0.299,28.5,53.2,0.536,16.7,21.0,0.794,10.0,27.5,37.5,20.7,6.7,4.8,10.0,22.2,103.2,2022
12,13.0,Milwaukee Bucks,12,240.0,38.5,88.0,0.438,10.6,32.3,0.327,27.9,55.7,0.501,15.2,20.8,0.731,9.8,40.7,50.4,20.8,6.3,4.5,13.8,19.2,102.8,2022
13,14.0,Utah Jazz,6,240.0,35.0,79.0,0.443,8.2,29.8,0.274,26.8,49.2,0.546,20.8,26.5,0.786,9.3,35.5,44.8,17.2,4.0,3.7,11.8,22.0,99.0,2022
14,15.0,Atlanta Hawks,5,240.0,34.4,78.2,0.44,11.4,35.0,0.326,23.0,43.2,0.532,17.2,22.0,0.782,8.6,30.8,39.4,18.6,5.8,2.4,16.4,21.6,97.4,2022
15,16.0,Chicago Bulls,5,240.0,36.4,90.2,0.404,10.4,36.8,0.283,26.0,53.4,0.487,12.0,14.4,0.833,8.2,35.8,44.0,23.0,7.8,3.2,13.0,18.6,95.2,2022
0,1.0,Milwaukee Bucks,5,245.0,44.0,92.6,0.475,15.6,41.2,0.379,28.4,51.4,0.553,15.2,21.4,0.71,10.2,34.2,44.4,26.8,6.6,3.6,14.4,18.8,118.8,2023
1,2.0,Atlanta Hawks,6,240.0,44.0,96.3,0.457,14.0,37.3,0.375,30.0,59.0,0.508,13.8,17.0,0.814,12.2,31.7,43.8,24.5,7.7,4.8,12.8,16.3,115.8,2023
2,3.0,Los Angeles Clippers,5,240.0,40.8,88.6,0.46,12.2,33.8,0.361,28.6,54.8,0.522,21.8,26.4,0.826,11.8,28.2,40.0,21.6,6.6,4.2,14.0,23.0,115.6,2023
3,4.0,Phoenix Suns,11,240.0,43.1,86.8,0.496,9.4,25.8,0.363,33.7,61.0,0.553,18.6,23.4,0.798,9.2,30.8,40.0,24.5,6.3,5.6,12.1,22.0,114.2,2023
4,5.0,Sacramento Kings,7,240.0,41.0,95.6,0.429,12.1,39.7,0.306,28.9,55.9,0.517,19.6,25.7,0.761,14.0,33.7,47.7,22.0,7.7,4.3,14.1,22.6,113.7,2023
5,6.0,Denver Nuggets,20,241.3,42.3,86.0,0.492,11.3,30.0,0.375,31.0,56.0,0.554,17.7,22.1,0.801,10.1,34.7,44.8,25.8,6.9,4.2,11.6,19.3,113.5,2023
6,7.0,Golden State Warriors,13,240.0,41.9,93.6,0.448,14.5,42.5,0.34,27.5,51.1,0.538,14.8,19.7,0.75,12.5,34.5,47.1,28.2,7.2,4.6,14.4,22.9,113.1,2023
7,8.0,Los Angeles Lakers,16,241.6,41.1,87.1,0.471,10.1,30.3,0.335,30.9,56.9,0.544,20.1,24.8,0.809,9.1,35.6,44.6,24.9,6.8,6.4,11.9,17.4,112.3,2023
8,9.0,Boston Celtics,20,241.3,40.9,85.5,0.478,14.1,38.7,0.364,26.8,46.9,0.572,16.2,20.0,0.81,9.5,33.6,43.1,24.2,6.0,6.4,12.4,17.2,112.0,2023
9,10.0,Miami Heat,23,241.1,39.7,86.8,0.458,12.8,33.7,0.38,27.0,53.2,0.507,16.1,19.8,0.813,9.2,31.0,40.3,23.6,7.0,3.6,11.7,20.1,108.3,2023
10,11.0,Minnesota Timberwolves,5,245.0,37.8,82.6,0.458,11.2,32.2,0.348,26.6,50.4,0.528,18.6,24.2,0.769,8.4,30.8,39.2,22.6,6.6,4.8,12.8,21.6,105.4,2023
11,12.0,Memphis Grizzlies,6,244.2,38.3,95.3,0.402,12.0,38.5,0.312,26.3,56.8,0.463,16.0,19.2,0.835,13.2,33.3,46.5,23.3,6.7,3.5,13.0,20.5,104.7,2023
12,13.0,Philadelphia 76ers,11,242.3,36.7,84.0,0.437,12.2,33.9,0.359,24.5,50.1,0.49,16.9,19.1,0.886,10.0,33.0,43.0,19.1,7.6,5.3,12.4,18.7,102.5,2023
13,14.0,New York Knicks,11,240.0,35.3,81.5,0.433,9.5,32.7,0.292,25.7,48.7,0.528,20.0,26.8,0.746,12.9,32.5,45.4,18.7,7.0,4.5,14.6,19.5,100.1,2023
14,15.0,Cleveland Cavaliers,5,240.0,35.2,78.4,0.449,10.0,30.6,0.327,25.2,47.8,0.527,13.8,18.6,0.742,9.2,28.0,37.2,22.0,6.8,4.0,15.8,20.4,94.2,2023
15,16.0,Brooklyn Nets,4,240.0,34.0,77.3,0.44,11.3,34.5,0.326,22.8,42.8,0.532,13.3,18.3,0.726,5.8,29.3,35.0,22.3,5.3,3.8,12.3,15.5,92.5,2023
